path,filename,true_label,true_label_name,yolo_detected,yolo_conf,model_a_score,model_a_clip_danger_score,model_a_best_caption_number,model_a_best_caption,model_a_best_category,model_a_best_caption_score,model_b_score,model_b_best_caption_number,model_b_best_caption,model_b_best_category,model_b_best_caption_score,model_c_score,model_c_best_category
/content/drive/MyDrive/yolo-clip images/B1/bonfire86.jpg,bonfire86.jpg,0,not dangerous fire,TRUE,0.6828331947,0.001065363986,0.001560211182,6,Campfire in a forest at dusk,safe-fire,0.9819335938,0.001560211182,6,Campfire in a forest at dusk,safe-fire,0.9819335938,0.6828331947,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire87.jpg,bonfire87.jpg,0,not dangerous fire,TRUE,0.8869317174,0.002356521382,0.002656936646,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9907226563,0.002656936646,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9907226563,0.8869317174,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire88.jpg,bonfire88.jpg,0,not dangerous fire,TRUE,0.7926287651,0.06589113636,0.08312988281,5,Fireworks explosion in the night sky,safe-fire,0.7407226563,0.08312988281,5,Fireworks explosion in the night sky,safe-fire,0.7407226563,0.7926287651,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire89.jpg,bonfire89.jpg,0,not dangerous fire,TRUE,0.7906318903,0.003106501949,0.003929138184,6,Campfire in a forest at dusk,safe-fire,0.974609375,0.003929138184,6,Campfire in a forest at dusk,safe-fire,0.974609375,0.7906318903,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire9.jpg,bonfire9.jpg,0,not dangerous fire,TRUE,0.6061486602,0.0001304989434,0.0002152919769,6,Campfire in a forest at dusk,safe-fire,0.6381835938,0.0002152919769,6,Campfire in a forest at dusk,safe-fire,0.6381835938,0.6061486602,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire90.jpg,bonfire90.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.10E-05,6,Campfire in a forest at dusk,safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire91.jpg,bonfire91.jpg,0,not dangerous fire,TRUE,0.3901591003,0.1166857661,0.2990722656,6,Campfire in a forest at dusk,safe-fire,0.6166992188,0.2990722656,6,Campfire in a forest at dusk,safe-fire,0.6166992188,0.3901591003,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire92.jpg,bonfire92.jpg,0,not dangerous fire,TRUE,0.5232003927,0.0004602931617,0.0008797645569,4,Gas stove with blue flame cooking,safe-fire,0.6279296875,0.0008797645569,4,Gas stove with blue flame cooking,safe-fire,0.6279296875,0.5232003927,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire93.jpg,bonfire93.jpg,0,not dangerous fire,TRUE,0.7920719385,0.0233140071,0.0294342041,6,Campfire in a forest at dusk,safe-fire,0.943359375,0.0294342041,6,Campfire in a forest at dusk,safe-fire,0.943359375,0.7920719385,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire94.jpg,bonfire94.jpg,0,not dangerous fire,TRUE,0.7360845804,0.0002671052769,0.0003628730774,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8696289063,0.0003628730774,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8696289063,0.7360845804,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire95.jpg,bonfire95.jpg,0,not dangerous fire,TRUE,0.8004737496,0.05511074155,0.06884765625,6,Campfire in a forest at dusk,safe-fire,0.53125,0.06884765625,6,Campfire in a forest at dusk,safe-fire,0.53125,0.8004737496,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire96.jpg,bonfire96.jpg,0,not dangerous fire,TRUE,0.4906791747,0.08721055643,0.177734375,6,Campfire in a forest at dusk,safe-fire,0.78125,0.177734375,6,Campfire in a forest at dusk,safe-fire,0.78125,0.4906791747,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire97.jpg,bonfire97.jpg,0,not dangerous fire,TRUE,0.7651566267,0.07037909158,0.09197998047,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.5029296875,0.09197998047,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.5029296875,0.7651566267,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire98.jpg,bonfire98.jpg,0,not dangerous fire,TRUE,0.4553459585,0.007844323534,0.01722717285,6,Campfire in a forest at dusk,safe-fire,0.8334960938,0.01722717285,6,Campfire in a forest at dusk,safe-fire,0.8334960938,0.4553459585,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B1/bonfire99.jpg,bonfire99.jpg,0,not dangerous fire,TRUE,0.5631719232,0.1011262084,0.1795654297,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.4208984375,0.1795654297,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.4208984375,0.5631719232,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle1.jpg,candle1.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0005774497986,7,Candle flame burning in a dark environment,safe-fire,0.9877929688,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle10.jpg,candle10.jpg,0,not dangerous fire,TRUE,0.603266716,1.69E-05,2.81E-05,7,Candle flame burning in a dark environment,safe-fire,0.9946289063,2.81E-05,7,Candle flame burning in a dark environment,safe-fire,0.9946289063,0.603266716,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle100.jpg,candle100.jpg,0,not dangerous fire,TRUE,0.2659677863,2.66E-05,9.98E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,9.98E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,0.2659677863,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle101.jpg,candle101.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001375675201,7,Candle flame burning in a dark environment,safe-fire,0.9926757813,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle102.jpg,candle102.jpg,0,not dangerous fire,TRUE,0.533821106,1.82E-05,3.42E-05,7,Candle flame burning in a dark environment,safe-fire,0.9956054688,3.42E-05,7,Candle flame burning in a dark environment,safe-fire,0.9956054688,0.533821106,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle103.jpg,candle103.jpg,0,not dangerous fire,TRUE,0.6020475626,1.95E-05,3.24E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,3.24E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.6020475626,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle104.jpg,candle104.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.21E-05,7,Candle flame burning in a dark environment,safe-fire,0.9506835938,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle105.jpg,candle105.jpg,0,not dangerous fire,TRUE,0.6214851737,8.96E-05,0.0001442432404,7,Candle flame burning in a dark environment,safe-fire,0.994140625,0.0001442432404,7,Candle flame burning in a dark environment,safe-fire,0.994140625,0.6214851737,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle106.jpg,candle106.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.24E-05,7,Candle flame burning in a dark environment,safe-fire,0.994140625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle107.jpg,candle107.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.16E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle108.jpg,candle108.jpg,0,not dangerous fire,TRUE,0.3804523051,5.69E-05,0.0001494884491,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.0001494884491,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.3804523051,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle109.jpg,candle109.jpg,0,not dangerous fire,TRUE,0.2914887071,0.0001377417129,0.0004725456238,7,Candle flame burning in a dark environment,safe-fire,0.9321289063,0.0004725456238,7,Candle flame burning in a dark environment,safe-fire,0.9321289063,0.2914887071,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle11.jpg,candle11.jpg,0,not dangerous fire,TRUE,0.5544255972,7.24E-05,0.0001306533813,7,Candle flame burning in a dark environment,safe-fire,0.9877929688,0.0001306533813,7,Candle flame burning in a dark environment,safe-fire,0.9877929688,0.5544255972,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle110.jpg,candle110.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0004653930664,7,Candle flame burning in a dark environment,safe-fire,0.8935546875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle111.jpg,candle111.jpg,0,not dangerous fire,TRUE,0.4954624176,0.0001402172779,0.0002830028534,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.0002830028534,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.4954624176,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle112.jpg,candle112.jpg,0,not dangerous fire,TRUE,0.4439629912,3.99E-05,8.99E-05,7,Candle flame burning in a dark environment,safe-fire,0.982421875,8.99E-05,7,Candle flame burning in a dark environment,safe-fire,0.982421875,0.4439629912,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle113.jpg,candle113.jpg,0,not dangerous fire,TRUE,0.5112770796,8.09E-05,0.0001583099365,7,Candle flame burning in a dark environment,safe-fire,0.96484375,0.0001583099365,7,Candle flame burning in a dark environment,safe-fire,0.96484375,0.5112770796,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle114.jpg,candle114.jpg,0,not dangerous fire,TRUE,0.3090223074,6.29E-05,0.0002034902573,7,Candle flame burning in a dark environment,safe-fire,0.9697265625,0.0002034902573,7,Candle flame burning in a dark environment,safe-fire,0.9697265625,0.3090223074,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle115.jpg,candle115.jpg,0,not dangerous fire,TRUE,0.4917033613,0.0001582621426,0.0003218650818,7,Candle flame burning in a dark environment,safe-fire,0.95703125,0.0003218650818,7,Candle flame burning in a dark environment,safe-fire,0.95703125,0.4917033613,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle116.jpg,candle116.jpg,0,not dangerous fire,TRUE,0.6906756759,7.62E-05,0.0001103281975,7,Candle flame burning in a dark environment,safe-fire,0.9697265625,0.0001103281975,7,Candle flame burning in a dark environment,safe-fire,0.9697265625,0.6906756759,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle117.jpg,candle117.jpg,0,not dangerous fire,TRUE,0.2904175222,1.60E-05,5.52E-05,7,Candle flame burning in a dark environment,safe-fire,0.9711914063,5.52E-05,7,Candle flame burning in a dark environment,safe-fire,0.9711914063,0.2904175222,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle118.jpg,candle118.jpg,0,not dangerous fire,TRUE,0.54723984,1.41E-05,2.58E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,2.58E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.54723984,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle119.jpg,candle119.jpg,0,not dangerous fire,TRUE,0.6941702962,4.99E-05,7.18E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,7.18E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,0.6941702962,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle12.jpg,candle12.jpg,0,not dangerous fire,TRUE,0.44101578,2.17E-05,4.91E-05,7,Candle flame burning in a dark environment,safe-fire,0.9921875,4.91E-05,7,Candle flame burning in a dark environment,safe-fire,0.9921875,0.44101578,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle120.jpg,candle120.jpg,0,not dangerous fire,TRUE,0.3477530181,2.28E-05,6.55E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,6.55E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.3477530181,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle121.jpg,candle121.jpg,0,not dangerous fire,TRUE,0.2621025443,6.26E-06,2.39E-05,7,Candle flame burning in a dark environment,safe-fire,0.9658203125,2.39E-05,7,Candle flame burning in a dark environment,safe-fire,0.9658203125,0.2621025443,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle122.jpg,candle122.jpg,0,not dangerous fire,TRUE,0.4483325183,6.83E-05,0.000152349472,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,0.000152349472,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,0.4483325183,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle123.jpg,candle123.jpg,0,not dangerous fire,TRUE,0.2954820395,1.08E-05,3.65E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,3.65E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.2954820395,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle124.jpg,candle124.jpg,0,not dangerous fire,TRUE,0.4275870621,2.84E-05,6.64E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,6.64E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.4275870621,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle125.jpg,candle125.jpg,0,not dangerous fire,TRUE,0.2935507894,0.0008969657222,0.00305557251,7,Candle flame burning in a dark environment,safe-fire,0.5239257813,0.00305557251,7,Candle flame burning in a dark environment,safe-fire,0.5239257813,0.2935507894,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle126.jpg,candle126.jpg,0,not dangerous fire,TRUE,0.4872091413,6.72E-05,0.000137925148,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.000137925148,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.4872091413,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle127.jpg,candle127.jpg,0,not dangerous fire,TRUE,0.3672879934,5.83E-05,0.0001587867737,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.0001587867737,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.3672879934,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle128.jpg,candle128.jpg,0,not dangerous fire,TRUE,0.3455124795,0.0004395615079,0.001272201538,7,Candle flame burning in a dark environment,safe-fire,0.9541015625,0.001272201538,7,Candle flame burning in a dark environment,safe-fire,0.9541015625,0.3455124795,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle129.jpg,candle129.jpg,0,not dangerous fire,TRUE,0.5458077788,4.72E-06,8.64E-06,7,Candle flame burning in a dark environment,safe-fire,0.955078125,8.64E-06,7,Candle flame burning in a dark environment,safe-fire,0.955078125,0.5458077788,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle13.jpg,candle13.jpg,0,not dangerous fire,TRUE,0.6066797376,5.93E-06,9.78E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,9.78E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.6066797376,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle130.jpg,candle130.jpg,0,not dangerous fire,TRUE,0.4047420025,4.95E-05,0.0001223087311,7,Candle flame burning in a dark environment,safe-fire,0.8862304688,0.0001223087311,7,Candle flame burning in a dark environment,safe-fire,0.8862304688,0.4047420025,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle131.jpg,candle131.jpg,0,not dangerous fire,TRUE,0.3621656895,0.0001621597206,0.0004477500916,7,Candle flame burning in a dark environment,safe-fire,0.9775390625,0.0004477500916,7,Candle flame burning in a dark environment,safe-fire,0.9775390625,0.3621656895,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle132.jpg,candle132.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001948356628,7,Candle flame burning in a dark environment,safe-fire,0.8686523438,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle133.jpg,candle133.jpg,0,not dangerous fire,TRUE,0.3781886399,4.57E-05,0.0001209378242,7,Candle flame burning in a dark environment,safe-fire,0.9926757813,0.0001209378242,7,Candle flame burning in a dark environment,safe-fire,0.9926757813,0.3781886399,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle134.jpg,candle134.jpg,0,not dangerous fire,TRUE,0.5243617296,1.32E-05,2.52E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,2.52E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.5243617296,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle135.jpg,candle135.jpg,0,not dangerous fire,TRUE,0.2506858706,2.69E-06,1.07E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,1.07E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.2506858706,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle136.jpg,candle136.jpg,0,not dangerous fire,TRUE,0.5723336935,0.0004462078041,0.0007796287537,7,Candle flame burning in a dark environment,safe-fire,0.9799804688,0.0007796287537,7,Candle flame burning in a dark environment,safe-fire,0.9799804688,0.5723336935,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle137.jpg,candle137.jpg,0,not dangerous fire,TRUE,0.4171406031,0.0001263066687,0.0003027915955,7,Candle flame burning in a dark environment,safe-fire,0.8842773438,0.0003027915955,7,Candle flame burning in a dark environment,safe-fire,0.8842773438,0.4171406031,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle138.jpg,candle138.jpg,0,not dangerous fire,TRUE,0.5453133583,7.05E-06,1.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9921875,1.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9921875,0.5453133583,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle139.jpg,candle139.jpg,0,not dangerous fire,TRUE,0.4787094593,9.70E-06,2.03E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,2.03E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.4787094593,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle14.jpg,candle14.jpg,0,not dangerous fire,TRUE,0.7207791805,0.0002172147952,0.000301361084,7,Candle flame burning in a dark environment,safe-fire,0.9672851563,0.000301361084,7,Candle flame burning in a dark environment,safe-fire,0.9672851563,0.7207791805,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle140.jpg,candle140.jpg,0,not dangerous fire,TRUE,0.5173032284,0.00439663541,0.008499145508,7,Candle flame burning in a dark environment,safe-fire,0.7880859375,0.008499145508,7,Candle flame burning in a dark environment,safe-fire,0.7880859375,0.5173032284,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle141.jpg,candle141.jpg,0,not dangerous fire,TRUE,0.4241452813,1.23E-05,2.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,2.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.4241452813,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle142.jpg,candle142.jpg,0,not dangerous fire,TRUE,0.3906178176,6.74E-05,0.0001726150513,7,Candle flame burning in a dark environment,safe-fire,0.9736328125,0.0001726150513,7,Candle flame burning in a dark environment,safe-fire,0.9736328125,0.3906178176,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle143.jpg,candle143.jpg,0,not dangerous fire,TRUE,0.6441126466,2.59E-05,4.02E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,4.02E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.6441126466,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle144.jpg,candle144.jpg,0,not dangerous fire,TRUE,0.2784976959,2.97E-05,0.0001066327095,7,Candle flame burning in a dark environment,safe-fire,0.9560546875,0.0001066327095,7,Candle flame burning in a dark environment,safe-fire,0.9560546875,0.2784976959,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle145.jpg,candle145.jpg,0,not dangerous fire,TRUE,0.278008163,2.94E-05,0.0001057982445,7,Candle flame burning in a dark environment,safe-fire,0.9868164063,0.0001057982445,7,Candle flame burning in a dark environment,safe-fire,0.9868164063,0.278008163,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle146.jpg,candle146.jpg,0,not dangerous fire,TRUE,0.4039657712,4.59E-05,0.0001136064529,7,Candle flame burning in a dark environment,safe-fire,0.9892578125,0.0001136064529,7,Candle flame burning in a dark environment,safe-fire,0.9892578125,0.4039657712,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle147.jpg,candle147.jpg,0,not dangerous fire,TRUE,0.5060847998,2.52E-05,4.99E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,4.99E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.5060847998,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle148.jpg,candle148.jpg,0,not dangerous fire,TRUE,0.5609039664,0.0002017984594,0.0003597736359,7,Candle flame burning in a dark environment,safe-fire,0.9770507813,0.0003597736359,7,Candle flame burning in a dark environment,safe-fire,0.9770507813,0.5609039664,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle149.jpg,candle149.jpg,0,not dangerous fire,TRUE,0.2704693079,4.19E-05,0.0001547336578,7,Candle flame burning in a dark environment,safe-fire,0.66796875,0.0001547336578,7,Candle flame burning in a dark environment,safe-fire,0.66796875,0.2704693079,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle15.jpg,candle15.jpg,0,not dangerous fire,TRUE,0.4373486638,4.29E-05,9.80E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,9.80E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.4373486638,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle150.jpg,candle150.jpg,0,not dangerous fire,TRUE,0.5818939209,3.94E-05,6.77E-05,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,6.77E-05,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.5818939209,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle151.jpg,candle151.jpg,0,not dangerous fire,TRUE,0.2930212915,1.18E-05,4.02E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,4.02E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.2930212915,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle152.jpg,candle152.jpg,0,not dangerous fire,TRUE,0.2634701133,0.0009326944928,0.003540039063,4,Gas stove with blue flame cooking,safe-fire,0.5258789063,0.003540039063,4,Gas stove with blue flame cooking,safe-fire,0.5258789063,0.2634701133,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle153.jpg,candle153.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.74E-06,7,Candle flame burning in a dark environment,safe-fire,0.9946289063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle154.jpg,candle154.jpg,0,not dangerous fire,TRUE,0.552570343,4.94E-06,8.94E-06,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,8.94E-06,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.552570343,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle155.jpg,candle155.jpg,0,not dangerous fire,TRUE,0.3633889258,2.17E-06,5.96E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,5.96E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.3633889258,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle156.jpg,candle156.jpg,0,not dangerous fire,TRUE,0.6231713295,0.001022200286,0.001640319824,7,Candle flame burning in a dark environment,safe-fire,0.837890625,0.001640319824,7,Candle flame burning in a dark environment,safe-fire,0.837890625,0.6231713295,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle157.jpg,candle157.jpg,0,not dangerous fire,TRUE,0.2853764594,0.001851750783,0.006488800049,7,Candle flame burning in a dark environment,safe-fire,0.9018554688,0.006488800049,7,Candle flame burning in a dark environment,safe-fire,0.9018554688,0.2853764594,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle158.jpg,candle158.jpg,0,not dangerous fire,TRUE,0.6222886443,0.0003780344643,0.0006074905396,7,Candle flame burning in a dark environment,safe-fire,0.9711914063,0.0006074905396,7,Candle flame burning in a dark environment,safe-fire,0.9711914063,0.6222886443,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle159.jpg,candle159.jpg,0,not dangerous fire,TRUE,0.5729879141,0.0002356539134,0.000411272049,7,Candle flame burning in a dark environment,safe-fire,0.8500976563,0.000411272049,7,Candle flame burning in a dark environment,safe-fire,0.8500976563,0.5729879141,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle16.jpg,candle16.jpg,0,not dangerous fire,TRUE,0.5316679478,3.34E-05,6.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,6.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.5316679478,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle160.jpg,candle160.jpg,0,not dangerous fire,TRUE,0.2544828355,4.13E-05,0.0001623630524,7,Candle flame burning in a dark environment,safe-fire,0.9780273438,0.0001623630524,7,Candle flame burning in a dark environment,safe-fire,0.9780273438,0.2544828355,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle161.jpg,candle161.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0005173683167,7,Candle flame burning in a dark environment,safe-fire,0.9291992188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle162.jpg,candle162.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001068115234,7,Candle flame burning in a dark environment,safe-fire,0.9946289063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle163.jpg,candle163.jpg,0,not dangerous fire,TRUE,0.4617995918,2.14E-05,4.64E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,4.64E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.4617995918,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle164.jpg,candle164.jpg,0,not dangerous fire,TRUE,0.4935323,0.0001702645393,0.000344991684,7,Candle flame burning in a dark environment,safe-fire,0.97265625,0.000344991684,7,Candle flame burning in a dark environment,safe-fire,0.97265625,0.4935323,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle165.jpg,candle165.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.002313613892,7,Candle flame burning in a dark environment,safe-fire,0.9921875,0,no-yolo-fire-detected
